"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE DESCRIPTION","INSPECTION DATE","ACTION","VIOLATION CODE","VIOLATION DESCRIPTION","CRITICAL FLAG","SCORE","GRADE","GRADE DATE","RECORD DATE","INSPECTION TYPE","Latitude","Longitude","Community Board","Council District","Census Tract","BIN","BBL","NTA","Location"
"50131344","LA OBEJA NEGRA","Queens","105-05","JAMAICA AVENUE","11418","3477014605","American","03/24/2023","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","17",,,"01/02/2026","Pre-permit (Operational) / Initial Inspection","40,69523073358","-73,84183558732","409","29","002600","4192045","4092010044","QN54","POINT (-73.841835587324 40.695230733577)"
"50080782","CANTEEN M / COFFEE M","Manhattan","189","BOWERY","10002","3477351606","American","05/12/2023","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","11","A","05/12/2023","01/02/2026","Cycle Inspection / Initial Inspection","40,72073428145","-73,9938634974","103","01","001800","1090576","1004250004","MN27","POINT (-73.993863497398 40.720734281452)"
"41709616","LA GUIRA RESTAURANT","Brooklyn","580","BROADWAY","11206","3474833611","Latin American","05/26/2016","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","8","A","05/26/2016","01/02/2026","Cycle Inspection / Initial Inspection","40,70392720795","-73,94755176885","301","33","050900","3061332","3022470006","BK72","POINT (-73.947551768851 40.703927207945)"
"50001450","CARIBBEAN JERKEE'S DELIGHT","Brooklyn","932","UTICA AVENUE","11203","3473658691","Caribbean","04/07/2023","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","22",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,65045797906","-73,93025621958","317","45","086000","3102839","3046970031","BK91","POINT (-73.930256219584 40.650457979057)"
"50075583","PINKBERRY","Brooklyn","161","7 AVENUE","11215","7187880615","Frozen Desserts","12/19/2022","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","12","A","12/19/2022","01/02/2026","Cycle Inspection / Initial Inspection","40,67221556913","-73,97712298203","306","39","015700","3025041","3010740001","BK37","POINT (-73.977122982025 40.672215569128)"
"50180063","CLOUDY DONUT BK","Brooklyn","14","COLUMBIA PLACE","11201","3474639628",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,69329771334","-73,99852871322","302","33","000700","3341543","3002580017","BK09","POINT (-73.998528713219 40.693297713344)"
"40423819","ALFONSO'S PASTRY SHOPPE","Staten Island","1899","VICTORY BOULEVARD","10314","7182738802","Bakery Products/Desserts","12/27/2024","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","9","A","12/27/2024","01/02/2026","Cycle Inspection / Re-inspection","40,61274188234","-74,12721663353","501","50","015100","5011065","5003780185","SI07","POINT (-74.127216633526 40.612741882335)"
"50150847","PRIME (CONNECTOR LEVEL)","Queens",,"AIRPORT",,"2159970667",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,,,,,,,,,
"50132552","MAYAS PIZZA","Bronx","292","EAST  204 STREET","10467","3479739809","Pizza","06/29/2023","Violations were cited in the following area(s).","09A","Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE","Critical","19",,,"01/02/2026","Pre-permit (Operational) / Initial Inspection","40,87326763027","-73,87885670123","207","11","042500","2094761","2033340027","BX43","POINT (-73.878856701228 40.873267630269)"
"50114368","CARVEL","Manhattan","165","WEST   48 STREET","10036","2123004090","Frozen Desserts","07/30/2024","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","72",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,75937122535","-73,98305613378","105","04","012500","1080825","1010010102","MN17","POINT (-73.983056133783 40.759371225345)"
"50141626","PRINCE TEA HOUSE","Manhattan","324","5 AVENUE","10001","9292385569","Coffee/Tea","01/16/2024","Violations were cited in the following area(s).","20-08","Failure to post or conspicuously post healthy eating information","Not Critical",,,,"01/02/2026","Administrative Miscellaneous / Initial Inspection","40,74735223755","-73,98535815603","105","04","007600","1015852","1008340039","MN17","POINT (-73.985358156028 40.747352237554)"
"50173231","ARTE MUSEUM NY","Manhattan",,"CHELSEA PIERS","10011","3322081177","Korean","08/11/2025","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","N",,"01/02/2026","Pre-permit (Non-operational) / Initial Inspection","40,74799238667","-74,00849574392",,,,,,,"POINT (-74.008495743918 40.747992386672)"
"50103745","TERRA THAI","Manhattan","518","EAST    6 STREET","10009","3473457563","Thai","12/15/2022","Violations were cited in the following area(s).","09C","Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.","Not Critical","9","A","12/15/2022","01/02/2026","Cycle Inspection / Initial Inspection","40,72518524437","-73,98331740704","103","02","003200","1005051","1004010019","MN22","POINT (-73.983317407035 40.72518524437)"
"50141311","EXQUISITE VIBEZ RESTAURANT BAR & LOUNGE","Manhattan","2308","AC POWELL BOULEVARD","10030","5628321179","Caribbean","09/23/2024","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","66",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,8156122503","-73,94348216258","110","09","022800","1058896","1019410033","MN03","POINT (-73.94348216258 40.815612250299)"
"50125712","PLAYA BOWLS","Brooklyn","181","BEDFORD AVENUE","11211","6465587701","Jewish/Kosher","05/31/2023","Violations were cited in the following area(s).","20-08","Failure to post or conspicuously post healthy eating information","Not Critical",,,,"01/02/2026","Administrative Miscellaneous / Re-inspection","40,71795163909","-73,95757657329","301","33","055300","3061938","3023200002","BK73","POINT (-73.957576573287 40.717951639087)"
"50156830","ENRI LUSHI","Bronx","414","CITY ISLAND AVENUE","10464","6462433627",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,85009611525","-73,78770904936","210","13","051600","2082721","2056450009","BX10","POINT (-73.787709049355 40.850096115246)"
"40379026","FLAMINGO","Queens","85-12","ROOSEVELT AVENUE","11372","7186061633","Latin American","11/29/2024","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","24","B","11/29/2024","01/02/2026","Cycle Inspection / Re-inspection","40,74793364816","-73,88091529109","404","25","026901","4037051","4015020003","QN29","POINT (-73.880915291092 40.747933648158)"
"50123586","OH! BAGEL","Queens","34-30","UNION STREET","11354","7185395329","American","07/18/2022","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","13","A","07/18/2022","01/02/2026","Cycle Inspection / Initial Inspection","40,76597333121","-73,82772853067","407","20","088901","4112105","4049560049","QN22","POINT (-73.827728530671 40.765973331206)"
"50177739","HAPPY SANDWICH & DRINK INC","Brooklyn","43","HICKS STREET","11201","3479255895",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,70037630013","-73,99339653618","302","33","000100","3001593","3002160009","BK09","POINT (-73.993396536183 40.70037630013)"
"50108256","THE HOP SHOP","Brooklyn","121","COLUMBIA STREET","11231","7188095342","American","06/05/2025","Violations were cited in the following area(s).","04O","Live animal other than fish in tank or service animal present in facility’s food or non-food area.","Critical","27",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,68735527764","-74,00156490524","306","39","004700","3003584","3003190035","BK33","POINT (-74.001564905241 40.687355277638)"
"50170983","ROMAINE EMPIRE INC","Queens","7","JFK INTL AIRPORT BOULEVARD","11430","3122290099",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,64831282607","-73,78828149759","483","31","071600","4542179","4142600001","QN98","POINT (-73.788281497594 40.648312826068)"
"41161346","LE BASKET","Manhattan","683","BROADWAY","10012","2124209772","American","09/06/2022","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","0","A","09/06/2022","01/02/2026","Cycle Inspection / Re-inspection","40,72790639774","-73,99468545272","102","02","005501","1008629","1005357501","MN23","POINT (-73.994685452724 40.727906397739)"
"50048578","TACUBA","Manhattan","802","9 AVENUE","10019","2122454500","Mexican","04/15/2025","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","13","A","04/15/2025","01/02/2026","Cycle Inspection / Re-inspection","40,76549534666","-73,98746601329","104","03","013300","1025390","1010440002","MN15","POINT (-73.987466013289 40.765495346664)"
"50015416","NEW CHINA WOK","Brooklyn","57","4 AVENUE","11217","7186381898","Chinese","06/12/2023","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","20",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,68257481049","-73,97954231927","306","39","012901","3018474","3009300077","BK37","POINT (-73.979542319271 40.682574810486)"
"50127233","U-MI TEA","Queens","43-41","MAIN STREET","11355","9293968487","Chinese","09/26/2024","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","36",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,751613093","-73,82615246608","407","20","079701","4442754","4051400049","QN22","POINT (-73.826152466082 40.751613092997)"
"40385157","PANGEA","Manhattan","178","2 AVENUE","10003","2129950900","Mediterranean","12/20/2023","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","10","A","12/20/2023","01/02/2026","Cycle Inspection / Re-inspection","40,73057634971","-73,98621698084","103","02","004000","1006471","1004530003","MN22","POINT (-73.986216980836 40.730576349708)"
"50010629","PANINI GRILL","Staten Island","538","FOREST AVENUE","10310","7189812999","Italian","05/25/2023","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","22",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,63023204105","-74,10815230843","501","49","012100","5007425","5002760044","SI35","POINT (-74.108152308428 40.630232041051)"
"50143181","ABRACADABRA MAGIC DINER","Queens","566","ONDERDONK AVENUE","11385","9178345331","Mediterranean","10/24/2025","Violations were cited in the following area(s).","19-10","Failure to display required signage about plastic straw availability","Not Critical",,,,"01/02/2026","Administrative Miscellaneous / Initial Inspection","40,70562212387","-73,91001842795","405","34","054500","4082034","4034350039","QN20","POINT (-73.910018427945 40.70562212387)"
"50111076","TWO HANDS","Manhattan","250","MOTT STREET","10012","9173464777","Korean","08/26/2025","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","13","A","08/26/2025","01/02/2026","Cycle Inspection / Initial Inspection","40,72343243025","-73,9947218882","102","01","004300","1077770","1005080001","MN24","POINT (-73.994721888197 40.723432430253)"
"50102706","TOP THAI","Manhattan","55","CARMINE STREET","10014","9175478933","Thai","10/24/2023","Violations were cited in the following area(s).","10A","Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.","Not Critical","6","A","10/24/2023","01/02/2026","Cycle Inspection / Initial Inspection","40,7297728841","-74,00421423337","102","03","006700","1084945","1005820035","MN23","POINT (-74.004214233369 40.729772884102)"
"41232125","VELVET LOUNGE","Brooklyn","174","BROADWAY","11211","7183024427","American","03/11/2023","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","21",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,71001002647","-73,96260259534","301","34","054900","3059532","3021320020","BK73","POINT (-73.962602595341 40.710010026465)"
"50119348","TRIPLE JS RESTAURANT","Bronx","3563B","BOSTON ROAD","10469","6469962018","Caribbean","11/06/2023","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","84",,,"01/02/2026","Pre-permit (Operational) / Initial Inspection","40,87822701267","-73,84437108232","212","12","038600","2097013","2047280035","BX03","POINT (-73.844371082316 40.878227012665)"
"50161466","UNITED CHOCOLATE WORKS","Manhattan","1","HERALD SQUARE","10001","6462729081",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,75054190782","-73,98754102176","105","04","010900","1089436","1008100045","MN17","POINT (-73.987541021756 40.750541907818)"
"50083891","BEARD PAPA'S MIDTOWN","Manhattan","239","EAST   53 STREET","10022","7186834781","Coffee/Tea","05/31/2025","No violations were recorded at the time of this inspection.",,,"Not Applicable","0",,,"01/02/2026","Inter-Agency Task Force / Initial Inspection","40,75730682385","-73,96844510602","106","04","009800","1038556","1013270017","MN19","POINT (-73.968445106015 40.757306823846)"
